2026-02-12	japantimes	698d63b46e6392ce6c8cba31	 'Artists of steel': Japanese swords forge new fanbase 
2026-02-12	abc-top	698d62d76e6392ce6c8cb904	 'He is one of us': Inside Epstein's alleged conversations with Emirati billionaire
2026-02-12	abc-int	698ec652c1fa2e60d4ea1292	 2 Mexican Navy ships with humanitarian aid dock in Cuba as US blockade sparks crisis
2026-02-13	abc-top	698ec836c1fa2e60d4ea16a9	 2 dead, 1 wounded in shooting on campus South Carolina State University
2026-02-11	abc-us	698d62976e6392ce6c8cb7f8	 410-pound manatee rescued from Florida storm drain now recovering at SeaWorld
2026-02-11	abc-top	698c1f81a317c9d02ef1d2ca	 7 killed in Canada high school shooting; 2 others dead at residence: Police
2026-02-11	abc-us	698c2064a317c9d02ef1d48a	 A person has been detained for questioning in disappearance of Nancy Guthrie, sheriff's office says
2026-02-11	abc-us	698d62966e6392ce6c8cb7ef	 A privacy breach at the IRS: Taxpayer data wrongly shared with DHS, court filing says
2026-02-11	abc-us	698d62976e6392ce6c8cb7f6	 A Yale professor recommended a ‘good-looking blonde’ student for a job with Epstein. He's not sorry
2026-02-12	abc-int	698ec651c1fa2e60d4ea1288	 A judge has ordered the release of jailed Guatemalan journalist José Rubén Zamora
2026-02-12	abc-us	698ec66dc1fa2e60d4ea12e6	 After deadly explosion at US Steel mill outside Pittsburgh, maintaining safety now falls to Nippon
2026-02-11	mainichi	698d633e6e6392ce6c8cb9c3	 AI cameras speed alerts on bear sightings in Japan
2026-02-11	abc-us	698d62996e6392ce6c8cb805	 Alex Murdaugh continues to insist he didn't kill wife and son as he gets another day in court
2026-02-11	japantimes	698c2035a317c9d02ef1d3fb	 Anti-Khamenei slogans in Tehran before revolution anniversary: social media footage 
2026-02-11	abc-int	698c1fd0a317c9d02ef1d3c9	 Argentina's monthly inflation ticks up as Milei faces backlash over an outdated index
2026-02-12	abc-int	698ec654c1fa2e60d4ea129d	 Argentine workers clash with police as senators debate labor reform, in photos
2026-02-11	abc-int	698d62156e6392ce6c8cb645	 As far-right leader Marine Le Pen's appeal trial ends, her presidential bid at stake
2026-02-11	abc-int	698d62126e6392ce6c8cb638	 At least 5 killed and many injured as Yemeni security forces break up separatist protest
2026-02-11	abc-int	698d62156e6392ce6c8cb646	 At least 9 dead in Madagascar as Tropical Cyclone Gezani hits the Indian Ocean island
2026-02-12	abc-int	698ec654c1fa2e60d4ea129e	 Bangladesh votes in its first election since the 2024 Gen Z uprising that ousted Hasina
2026-02-12	japantimes	698d63bb6e6392ce6c8cba42	 Bangladesh votes in landmark election after Gen Z revolution 
2026-02-12	japantimes	698ec848c1fa2e60d4ea16cf	 Bangladesh's BNP wins historic parliamentary election 
2026-02-13	japantimes	698ec844c1fa2e60d4ea16c8	 Bank of Montreal expands Japan brokerage with ex-Barclays hires 
2026-02-12	abc-int	698ec652c1fa2e60d4ea128d	 Barbados' prime minister clinches a third term in office after a clean sweep at the polls
2026-02-11	abc-us	698d62976e6392ce6c8cb7fb	 Buddhist monks walk to US Capitol on final day of their 15-week journey from Texas
2026-02-12	abc-us	698ec66cc1fa2e60d4ea12e1	 California announces investigation into delayed evacuation orders during LA-area wildfire
2026-02-12	abc-us	698ec66cc1fa2e60d4ea12e4	 Camp Mystic parents seek stronger camp regulations in other states
2026-02-11	abc-int	698d62136e6392ce6c8cb63b	 Canada in shock after one of the country's worst mass shootings
2026-02-13	japantimes	698ec83ac1fa2e60d4ea16b5	 Canada and United States make winning starts on Olympic ice in Milan 
2026-02-11	abc-int	698d62126e6392ce6c8cb637	 Canada's strict gun laws include banning assault-style firearms, freeze on handgun sales
2026-02-11	japantimes	698d63bd6e6392ce6c8cba47	 Canadian school shooter identified as 18-year-old woman with mental health issues 
2026-02-11	abc-us	698d62986e6392ce6c8cb801	 CBO: Federal deficits and debt to worsen over next decade
2026-02-13	japantimes	698ec83ec1fa2e60d4ea16bf	 ‘China shock’: Germany struggles as key market turns into business rival 
2026-02-13	mainichi	698ec70ac1fa2e60d4ea144f	 Chinese fishing boat seized off southwestern Japan, skipper arrested
2026-02-13	japantimes	698ec845c1fa2e60d4ea16ca	 CIA makes new push to recruit Chinese military officers as informants 
2026-02-13	japantimes	698ec83dc1fa2e60d4ea16bd	 Coal will need more than the army to pull off a U.S. revival 
2026-02-11	abc-pol	698d63c36e6392ce6c8cba67	 Congressional Black Caucus and civil rights leaders unite to counter Trump administration's agenda
2026-02-11	japantimes	698c202da317c9d02ef1d3e8	 Corruption watchdog sees ‘worrying decline’ in democracies such as U.S. 
2026-02-11	abc-pol	698c203ea317c9d02ef1d42b	 Crowded Democratic field in California governor's race
2026-02-11	abc-us	698c2063a317c9d02ef1d484	 Crowded Democratic field in California governor's race might provide a rare opening for the GOP
2026-02-12	abc-int	698ec652c1fa2e60d4ea128e	 Cyclone Gezani leaves 36 dead and thousands of homes destroyed in Madagascar
2026-02-13	japantimes	698ec840c1fa2e60d4ea16c3	 Dai-ichi Life reports 1,155 unauthorized data transfers 
2026-02-12	abc-int	698ec654c1fa2e60d4ea129f	 Deaths in Iran's crackdown on protests reach at least 7,000, activists say
2026-02-13	japantimes	698ec83ec1fa2e60d4ea16c0	 Declan Rice says Arsenal must block out noise in title race 
2026-02-11	abc-us	698d62966e6392ce6c8cb7f3	 Democratic senators decry indictment attempt, warning it 'could break this institution'
2026-02-12	abc-pol	698ec853c1fa2e60d4ea16fd	 Democratic-led states sue to stop Trump from withholding $600M in health grants
2026-02-11	abc-int	698d62136e6392ce6c8cb63d	 Drone strike on mosque kills 2 children in Sudan's Kordofan region
2026-02-11	abc-int	698c1fd0a317c9d02ef1d3cb	 Dubai International Airport handled a record 95.2 million passengers in 2025
2026-02-11	abc-int	698c1fd0a317c9d02ef1d3cc	 Dubai International Airport sees record 95.2 million passengers in 2025 as sheikhdom's economy booms
2026-02-12	abc-int	698ec653c1fa2e60d4ea1295	 EU legal adviser says billions in funding for Hungary were wrongly released
2026-02-12	abc-int	698ec654c1fa2e60d4ea129b	 EU leaders meet to counter pressure from Russia, China and Trump
2026-02-12	abc-us	698ec66dc1fa2e60d4ea12e8	 Europe warily awaits Rubio at Munich Security Conference as Trump roils transatlantic ties
2026-02-13	japantimes	698ec842c1fa2e60d4ea16c5	 Experts raise alarm over women giving birth alone 
2026-02-11	abc-int	698c1fd0a317c9d02ef1d3ca	 Father of US-based Hong Kong activist convicted under national security law
2026-02-12	japantimes	698d63b76e6392ce6c8cba39	 Female suicide bombers and new weapons give boost to insurgents in Pakistan 
2026-02-11	abc-us	698d62966e6392ce6c8cb7f4	 Few leads in Guthrie investigation after 11 days, yet cases often break unexpectedly
2026-02-12	japantimes	698d63b46e6392ce6c8cba2e	 Fish paste product output rebounding in Japan 
2026-02-11	abc-us	698d62966e6392ce6c8cb7f1	 Florida detectives link 2 crime scenes with 7 dead on opposite sides of the state
2026-02-11	japantimes	698c2030a317c9d02ef1d3ee	 Former Australia midfielder Blayney plots Japan's path to Asian Cup 
2026-02-12	japantimes	698d63b96e6392ce6c8cba3e	 France's ⁠Laurence Fournier Beaudry and Guillaume  Cizeron win ice dance gold 
2026-02-11	abc-top	698d62d76e6392ce6c8cb905	 From 'Dawson's Creek' to 'Varsity Blues': James Van Der Beek's most beloved roles
2026-02-11	abc-us	698d62976e6392ce6c8cb7fd	 Gabbard ends intelligence reform task force after less than a year of work
2026-02-12	abc-us	698ec66cc1fa2e60d4ea12e3	 Genetic analysis could speed up restoration of iconic American chestnut: Scientists
2026-02-11	japantimes	698c2034a317c9d02ef1d3f8	 Germany considers joining GCAP fighter project with Japan, U.K. and Italy 
2026-02-11	abc-int	698d62146e6392ce6c8cb643	 Gisèle Pelicot publicly recounts harrowing discovery of her husband's rape crimes
2026-02-11	abc-int	698d62156e6392ce6c8cb644	 Greek and Turkish leaders to hold talks in Ankara to ease tensions
2026-02-12	abc-pol	698ec853c1fa2e60d4ea16fc	 Grieving families press Congress on aviation safety reforms
2026-02-12	abc-us	698ec66dc1fa2e60d4ea12e9	 Grieving families press Congress on aviation safety reforms after midair collision near DC
2026-02-12	abc-us	698d62956e6392ce6c8cb7ee	 Gun accessory company to pay $1.75 million to Buffalo supermarket shooting victims
2026-02-11	abc-int	698d62146e6392ce6c8cb63f	 Gunman apprehended in Thailand after holding students and teachers hostage in school
2026-02-12	japantimes	698d63b86e6392ce6c8cba3a	 High school baseball players suspected of spreading obscene images 
2026-02-11	abc-us	698d62986e6392ce6c8cb7ff	 Homeland Security officials voice concerns about looming shutdown
2026-02-11	japantimes	698c202fa317c9d02ef1d3ec	 Hong Kong activist’s father convicted under national security law over insurance policy 
2026-02-12	japantimes	698d63b96e6392ce6c8cba3f	 Hong Kong journalists face ‘precarious’ future after Jimmy Lai jailed 
2026-02-11	abc-pol	698d63c36e6392ce6c8cba66	 House faces showdown vote over Trump's tariffs on Canada
2026-02-11	abc-us	698d62976e6392ce6c8cb7f7	 House GOP pushes strict proof-of-citizenship requirement for voters ahead of midterm elections
2026-02-11	abc-int	698d62116e6392ce6c8cb631	 How Mexican cartels employ drones as tools to smuggle drugs and fight enemies
2026-02-13	japantimes	698ec845c1fa2e60d4ea16cb	 Improper DNA analyses may have affected Saga police probes in 19 cases 
2026-02-11	abc-int	698d62116e6392ce6c8cb632	 In Cambodia, thousands flood out of 'scam compounds' and find increasingly little help
2026-02-13	japantimes	698ec83cc1fa2e60d4ea16bc	 In Japan, Valentine’s Day has become a personal luxury 
2026-02-12	abc-int	698ec653c1fa2e60d4ea1298	 Indian unions and farmers stage a nationwide strike over interim trade deal with US
2026-02-11	japantimes	698c2031a317c9d02ef1d3f0	 Inside Yokohama’s ‘quit your job’ bar, where drinks and advice are free 
2026-02-11	abc-us	698d62966e6392ce6c8cb7f5	 Instagram chief says he does not believe people can get clinically addicted to social media
2026-02-12	japantimes	698d63b56e6392ce6c8cba32	 Instagram chief defends youth mental health decisions at trial 
2026-02-11	japantimes	698c2034a317c9d02ef1d3f9	 Investors rush to join Asia’s AI boom as global markets whipsaw 
2026-02-12	japantimes	698d63b46e6392ce6c8cba2f	 IOC 'begs' Ukrainian to race without helmet that honors countrymen killed in war 
2026-02-12	abc-us	698ec66dc1fa2e60d4ea12eb	 Iowa Lakes Community College baseball team bus crashes, killing 1 person and injuring 32
2026-02-11	abc-pol	698d63c36e6392ce6c8cba68	 Iowa, naturalized citizens settle lawsuit over voter eligibility ahead of 2024 election
2026-02-12	abc-int	698ec652c1fa2e60d4ea128c	 IS suspects transferred from Syria to Iraq are interrogated in a Baghdad prison
2026-02-13	japantimes	698ec843c1fa2e60d4ea16c7	 Italy's Federica Brignone roars to super-G gold 10 months after breaking leg 
2026-02-11	japantimes	698c2032a317c9d02ef1d3f2	 Jack Ma-backed Ant bets on AI health care in $69 billion sector race 
2026-02-12	japantimes	698d63b86e6392ce6c8cba3c	 James Van Der Beek, star of 'Dawson's Creek,' dies at 48 
2026-02-11	japantimes	698c202fa317c9d02ef1d3ed	 Japan to boost aid for video games and anime as new pillar of growth 
2026-02-12	japantimes	698d63b66e6392ce6c8cba34	 Japan steps up deep-sea mining plan to cut rare-earth dependence 
